evolution$generation,panic0,staminaH,hunt0,staminaZ,inf0,fitness
10000,0.0,4.104989334200114,60.0,5.0,0.8800008340429373,1.1629276090175226E7
10000,0.23594826776595418,4.999999999999998,60.0,4.999999999999999,0.3400000000249191,1.1097303073272124E7
10000,9.95100416322408,0.7302060457148472,47.86048049787136,0.3072292311405734,0.02076239495473014,795797.5556808668
10000,0.0,4.977184196399151,59.99999999999999,5.0,0.9400001563472015,1.1649215576225547E7
10000,0.0,2.5870313112814767,60.0,5.0,0.7000000013114237,1.1547681403519677E7
10000,0.19497876345358273,5.0,59.99999999999994,4.999999999999999,0.3600000010035905,1.1149069394177604E7
10000,0.8072929601900416,4.999999999999998,60.0,5.0,0.16000000064272965,9838075.98402871
10000,0.15621708172838303,5.0,60.0,5.0,0.3800000014420622,1.1194657129870318E7
10000,0.0,2.562465266185151,59.9988023129585,5.0,0.8200001473123864,1.1606250213840496E7
10000,2.0811351423372036E-4,4.238308476420613,60.0,4.999999999999999,0.980007687827797,1.166108615270336E7
10000,0.0,2.8992009339561675,60.0,5.0,0.9000006329510561,1.1636234348315455E7
10000,0.27937469361623685,5.0,60.0,5.0,0.3200000010445553,1.1038032058772726E7
10000,0.4301926218680527,4.999999999999999,60.0,5.0,0.2600000001043007,1.0794645948149683E7
10000,0.0,4.257110685507247,60.0,4.999999999999998,0.7800000089300441,1.158882474117239E7
10000,0.7118101834689232,4.999999999999999,60.0,5.0,0.18000000010348233,1.0140071790428773E7
10000,0.0,0.5732090477356065,60.0,5.0,0.6000000011021888,1.147999858964717E7
10000,0.9187215607941253,5.0,60.0,5.0,0.14000000115758696,9415769.724686353
10000,0.32598037823019793,4.999999999999995,60.0,4.9999999999999964,0.3000000004144578,1.0969520346736697E7
10000,1.662609147029278,5.0,60.0,4.999999999999997,0.060000000896751296,3780384.311946423
10000,0.0,0.45767844711907424,60.0,5.0,0.9600014064204098,1.1655278780203529E7
10000,0.0,0.4873625118666779,60.0,5.0,0.9200008196028818,1.164287405392375E7
10000,0.0,4.999999048098184,59.99999999999999,4.999999999999997,0.4800000007080399,1.1359456646320429E7
10000,0.0,4.459609629995419,59.99999999999999,4.999999999999997,0.5600000013466137,1.1445817869929193E7
10000,0.0,4.999999999999999,60.0,4.9999999999999964,0.6200000076302008,1.1495363508621735E7
10000,0.0,2.4786821913224384,60.0,4.999999999999999,0.580000000888947,1.1463524352246938E7
10000,0.05012617551459501,4.999999999999999,60.0,5.0,0.44000000130355166,1.1303627423820982E7
10000,0.0,4.270829229863009,59.99999999999999,4.999999999999999,0.7600000118639796,1.1579389070859104E7
10000,1.2120347543852157,4.999999999999999,60.0,5.0,0.10000000029519712,7817891.701609224
10000,1.0511737521687838,4.999999999999999,60.0,5.0,0.12000000034270525,8792518.712586869
10000,0.11929772539198637,5.0,59.99999999999999,4.999999999999999,0.400000000307954,1.1235097234221302E7
10000,0.0,2.5322916838992224,59.99999999999999,5.0,0.8000000226012596,1.1597766063065963E7
10000,0.0,0.5692063182880321,60.0,4.9999999999999964,0.5400000046988057,1.1426737209479142E7
10000,0.5552751134438006,5.0,60.0,4.999999999999999,0.22000000014504212,1.054099646296939E7
10000,0.017385250168581598,5.0,59.999999999999986,5.0,0.46000000267385305,1.1332896111458015E7
10000,0.6286984072042273,4.9999999999999964,59.99999999999998,5.0,0.20000000051160116,1.0365921019443229E7
10000,0.0,2.642362811806815,59.99999999999999,5.0,0.5200000011244558,1.140611752945568E7
10000,0.0,1.9738866418318568,59.99999999999999,4.999999999999999,0.7200000046394803,1.1558865790340487E7
10000,0.0,1.430191175147314,59.99999999999999,5.0,0.6800000018554535,1.1535807608324645E7
10000,0.0,3.934669067940915,60.0,4.999999999999999,0.6600000103930196,1.1523180059372004E7
10000,0.0,2.216101169746241,60.0,5.0,0.6400000071066719,1.150972611891648E7
10000,0.08408137418929776,5.0,59.99999999999999,4.999999999999995,0.4200000001592731,1.1271203588001082E7
10000,13.518232106276148,0.5291650075451795,48.52389875284542,0.2711607465160634,0.019999999918445536,799193.9095542384
10000,0.3759431187962937,5.0,59.99999999999999,5.0,0.28000000091764404,1.0889448888092324E7
10000,0.4895997081986419,5.0,59.999999999999986,5.0,0.24000000057063892,1.0680652774763692E7
10000,1.4116016394981667,4.999999999999999,60.0,4.999999999999998,0.08000000054147674,6231096.627110388
10000,0.0,0.24729353051051844,59.99999999999996,5.0,0.7400000021829674,1.1569417988159534E7
10000,0.0,2.9611289840548154,60.0,4.999999999999999,0.8400000420621203,1.1614309916539414E7
10000,0.0,1.0763091645550358,60.0,5.0,0.8600001248743375,1.1621976076450333E7
10000,1.9654959558113156,4.999647345285,40.97599932993392,4.677986062982179,0.040000000807568166,1646230.808781315
10000,0.0,5.0,59.99999999999997,4.9999999999999964,0.500000001454639,1.1383766221073493E7
