evolution$generation,panic0,staminaH,hunt0,staminaZ,inf0,fitness
10000,2.768862295490772,3.1614246400974224,20.0,4.400005273746302,0.032010910892651956,1255936.7630958778
10000,4.919874680957933,1.5731764335565357,20.0,1.7000023646324673,0.02571994864893128,922169.3690897401
10000,8.697937265231747,0.842809965048402,60.0,0.19999994590422082,0.019670383766572236,804733.5178522996
10000,2.525527918269293,3.5735280617913254,20.00000083654575,4.700125298822844,0.032460885407187334,1283267.9307512627
10000,3.267186311530517,2.553568688404218,20.0,3.500011103480042,0.030432499224248767,1164473.6828559157
10000,4.474170275465591,1.7550687254865602,20.0,1.800015794660894,0.026084196169732957,937897.280959118
10000,9.363760403563203,0.7799777813940874,20.0,0.8000020198110035,0.021259092307820606,798690.5076262322
10000,3.763611134498579,2.1521176994634628,20.0,1.900012173338537,0.02642049294302808,953505.6108742228
10000,2.8552200571788307,3.024671765059828,20.0,4.100004721212073,0.031531403258329774,1227141.988228402
10000,2.7310011689447355,3.102254307972619,20.001688665619564,4.90020181607997,0.032841130997902944,1300838.412911832
10000,2.7415203778988495,3.1242176217213515,20.0,4.500023053068513,0.032201649130023005,1265224.1307295728
10000,4.25633282219899,1.8756574291092007,20.0,1.6000126314925693,0.025347342486360534,906250.722766007
10000,5.00914463836091,1.5495465981853163,20.0,1.3000007562071008,0.024085508410024284,858649.7176788492
10000,2.6208689918521895,3.4306944915713835,20.0,3.900025032613035,0.031187812461208705,1207117.383961616
10000,6.8706021017831045,1.0894025954500415,20.0,0.900009171822669,0.02193001132426786,805639.5631731652
10000,3.09003845603843,2.7568219230949644,20.0,3.0000017745568295,0.029396923734077797,1106043.1823073342
10000,9.611267397305635,0.7581998403629655,21.02469815810819,0.7000140889470884,0.020795557371893727,796939.2161988005
10000,4.443890065344748,1.784851867526862,20.0,1.5000019118492913,0.02495579168949757,890270.5551573093
10000,10.052562456258329,0.7226328883992593,49.04989274274483,0.30028271810418505,0.020773243325523365,795779.5360089423
10000,2.4730459820534096,3.6926809080572958,20.000000982176225,4.800021638521827,0.03263475342641216,1292045.9525243063
10000,2.8210938187669066,3.075104412276456,20.000000014519493,4.600121976292832,0.03232792671711295,1274333.7876915024
10000,3.6302499138149846,2.2515651356954214,20.0,2.400000122505329,0.02792069875528818,1027175.7854158571
10000,3.5579424156591077,2.309214919209856,20.0,2.8000086163630034,0.02892761563309991,1080896.8982342181
10000,3.448235533358699,2.3851554725627793,20.0,3.1000014055468927,0.029613497267471416,1118244.4196277822
10000,3.1488558000410323,2.6939397714161557,20.0,2.9000100035334615,0.029169590474788912,1093603.5034552342
10000,3.752595123471663,2.16985235580146,20.0,2.20001663344092,0.027352979656113417,998558.5815407032
10000,2.6779210768435298,3.3347784959883855,20.0,3.8000014941977156,0.031009551362242732,1196756.0091865384
10000,9.79428965322194,0.7414665661797135,29.546696256599738,0.5000174067687181,0.020800794546032446,796358.7263683788
10000,8.565184141963426,0.8575182036999112,24.545626496776656,0.6000156835278478,0.020793303819199884,796636.8934569687
10000,3.8161096318931245,2.1267419091770177,20.0,2.000002977464698,0.02674742258281941,968775.6549986787
10000,2.59875960818051,3.4524368027047645,20.0,4.000005580656919,0.03136521399941771,1217252.090435132
10000,3.4899370095150446,2.357790488192254,20.0,2.700000159704617,0.028692681309220713,1067884.8624958424
10000,7.443254837269943,0.9925192680728617,20.0,1.1000064137684493,0.023084115423081877,829232.8149832092
10000,3.9222959152856065,2.045295568299849,20.0,2.3000002408091857,0.027641581540702006,1013030.4926004116
10000,6.322591815360101,1.1924648510895202,20.0,1.000000148183167,0.022532314912326167,816237.3904290942
10000,3.3377891692327264,2.5026019762901193,20.0,2.6000012784432345,0.0284444940167008,1054622.4954128093
10000,2.7663483049709514,3.1829955841525264,20.0,3.600064151839825,0.030615328866425966,1175449.793833373
10000,3.3409968581987375,2.4710418476557057,20.0,3.4000138495449233,0.030240914859515442,1153289.9033595757
10000,3.253323233122598,2.5634169171464887,20.0,3.3000004983582842,0.030030622271832747,1141808.8904911012
10000,3.241104567904474,2.576478238260994,20.0,3.200002151485199,0.0298265919694653,1130125.366554789
10000,3.851392730279086,2.09924696966587,20.0,2.1000004350796915,0.027058331430638207,983799.5107959567
10000,9.968060590127049,0.7151969031296235,60.0,0.09999892723147244,0.0162781817113369,991151.6438137847
10000,5.2920791009930745,1.4525026752328294,20.0,1.4000000910684987,0.02453109214223115,874325.530717833
10000,5.343360109501971,1.4399833201916155,20.0,1.200003751251326,0.023608182346521185,843455.64966453
10000,9.397759117261064,0.7758615316074134,36.81612910239747,0.4000644598268086,0.020778938677578265,796054.7170658119
10000,2.762456920132888,3.169537702085366,20.0,3.700094907376415,0.030825164096873477,1186187.725565991
10000,2.756804738239837,3.1779513881632266,20.0,4.200007587890047,0.03169612132754898,1236909.3996179288
10000,2.755580587368897,3.1952597036316055,20.0,4.300020055199925,0.031862791209222203,1246507.4860143082
10000,8.879639407884358,0.8249384614035581,59.99999999999999,0.24537346467099652,0.020767229966004466,795600.7063313295
10000,3.3146976116492977,2.503128995062869,20.0,2.5000216479826993,0.028199065474889238,1041082.999243963
