evolution$generation,panic0,staminaH,hunt0,staminaZ,inf0,fitness
20000,9.604741032377296,0.7590488268550297,9.499071960791854,1.418710248764028,0.020540899944260567,833307.7622414846
20000,9.374465188421027,0.7784302819511205,11.699953021304156,1.1553594786153585,0.02054039735916958,832516.2301248698
20000,9.525005997286563,0.7657842077083904,6.799998888021371,1.9685523399490488,0.020541820635760124,834991.5218785168
20000,8.751852499956087,0.8389687105010549,5.199843590718449,2.0,0.01920475162526325,851027.7696734096
20000,9.588294550716459,0.7600246707930018,10.499999902041083,1.2858433500222763,0.02054240027022803,832906.4016463521
20000,9.613323600389533,0.7578148286217374,9.799999927365524,1.3758503261433996,0.020541210063119236,833178.4183351023
20000,9.659537865518972,0.7541019293271707,8.599999870393074,1.5637133404962655,0.02053945325551703,833749.7130675226
20000,9.34301760780452,0.7812260545292273,14.89997028962932,0.9100899910359057,0.02054054078419313,831787.9824612632
20000,9.503585732538887,0.7667842970637289,6.89996847035975,1.9404382100014885,0.020541573843951798,834905.0432797398
20000,9.515137444594618,0.7662269186344162,12.799992548661276,1.0575875226979163,0.020541581503711707,832224.7398351111
20000,9.432294749293543,0.7733182084834671,12.099995211535026,1.1175827159670406,0.02053952122432462,832403.9630174167
20000,9.426920978158789,0.7737678332601924,11.899962525288366,1.136008230823821,0.020538559945141324,832459.216874215
20000,9.251119193975073,0.7893970163775355,10.899955163999042,1.2396888391523722,0.020544738294197583,832766.1857026757
20000,9.351728003633703,0.7803265094061703,5.899999660574647,1.9999999692118446,0.019869602531962943,839358.2328770384
20000,9.51842243440591,0.7659434771457745,6.9999615825128965,1.912649602526281,0.020539334566412406,834821.288510577
20000,9.512140873298067,0.7664382185159475,12.899999981750794,1.0495866268343124,0.020541895873361915,832200.6938000693
20000,9.668776653687054,0.7532147226248859,9.199999939557582,1.4637757738308443,0.020539594637456308,833445.4126058037
20000,9.374210058921108,0.7786294196458341,11.79997836573001,1.1454726624801481,0.020538712403769564,832487.4440103855
20000,9.34139586206522,0.7813832530728857,13.799999784521383,0.98171700258656,0.02054068150077648,831999.7501603921
20000,9.632433646109302,0.7563678891080972,9.999999973369052,1.3487978094665791,0.020541228113720677,833096.953316866
20000,9.60195026552675,0.7590821873764672,9.599982078412012,1.4042203679454108,0.020541010651788028,833263.4374088782
20000,9.528897823451052,0.7649866892790292,6.6999612784840465,1.997930669572183,0.020543471673039444,835080.5978768965
20000,9.862890198045108,0.7370039661173028,6.399993335803748,2.0,0.020298809223129554,835792.333566149
20000,9.242053340997971,0.7903982501883051,11.199999623736893,1.206856844157081,0.020543815380647746,832668.2405814702
20000,9.413453353583737,0.7750343560347516,11.999975318902965,1.1267409752053736,0.020539528328406418,832431.3052893779
20000,9.673035392862696,0.7529718903957352,8.999999841755258,1.4955304656136834,0.020539713898183067,833542.31767586
20000,9.249691176046957,0.7897063097883256,11.599999798048426,1.1658630504785452,0.020543815891501636,832545.6288751152
20000,9.292632631734953,0.7857298446051024,14.199999902548425,0.9542761787074152,0.020540141197932616,831918.936747527
20000,9.339849995707022,0.7815462559257086,13.999999995247652,0.9678282514021429,0.02054057559682099,831958.7407719485
20000,9.344612144315937,0.779374828728985,5.999977504700969,2.0,0.019957309469780315,838377.5189873958
20000,9.244269584317202,0.7902622497391969,11.299995314033525,1.1963209539271844,0.020543902257997803,832636.7649982662
20000,9.552774111061117,0.7631746960479373,8.099971032659074,1.660814675514745,0.0205487555533995,834037.8202067195
20000,9.328637638215794,0.7825416922501972,14.499999976973704,0.934822097406663,0.020540473880631033,831861.2235873669
20000,9.439363294680852,0.7728073341574014,13.099955552872176,1.0333164288731003,0.02053917399222911,832153.4467647617
20000,9.252349680414412,0.7895238053281853,10.999992009530644,1.2286440607974671,0.02054446924982889,832732.9204041949
20000,9.226010203643714,0.7918429288064956,11.399999966554713,1.1860612741829175,0.02054411363857318,832605.9080074588
20000,8.876693783261919,0.8245500459775835,5.799964816168805,1.9999997673748782,0.01977439434876498,840518.2946027513
20000,9.581600302422903,0.7605486681604228,10.399998475316924,1.298070475717666,0.0205426574076569,832942.9181926774
20000,9.491789280577393,0.7681605193824445,12.999997470508893,1.0415632044532666,0.02054214449793818,832176.9350363396
20000,9.853514145553348,0.7384608625819404,6.59998374514632,1.9999999999999998,0.02046818138314889,835216.0386637456
20000,9.30349529302173,0.7801018794785108,5.399338135438376,2.0,0.019401136534925693,846714.5126759827
20000,9.618891801029184,0.7570378434192152,10.199960040134258,1.3230938995561548,0.020541217898565518,833018.5920595306
20000,9.623701407057972,0.7571050755730616,9.899999935458201,1.3622085830683828,0.02054134778867208,833137.2705433057
20000,9.509419634516595,0.7667470650305053,13.399999785325049,1.0104613015358543,0.020539462707653527,832085.9226147035
20000,9.62803565656274,0.7565415492376892,9.699999783291824,1.3897374844279302,0.020540980122390213,833220.6284581919
20000,9.430837982528486,0.7735518258487265,12.199987647719237,1.108531575315828,0.020539414845206366,832377.0337583004
20000,9.5660271041872,0.7618836706102857,7.4999807646774315,1.7909313519984038,0.020549765848845023,834436.3029771658
20000,9.574739991778316,0.7610889196207958,7.899964806717502,1.701530966141015,0.020547404609762836,834163.8158487531
20000,9.341367691596213,0.7813686655371109,14.79999470125408,0.916084714877463,0.02054047449649022,831805.9100582158
20000,9.553291843130625,0.7628667724194286,8.199992706398982,1.6406819619755322,0.02054825784337824,833977.1537689975
20000,9.546044373892776,0.7635361847470962,7.999991603876493,1.6809839002434432,0.020548081204159515,834099.8833722551
20000,9.451339074997978,0.7716717300534534,13.599998870666713,0.9958235514946526,0.02053965669513099,832042.1767445181
20000,9.567384876127706,0.761600742511396,7.299980359609395,1.8383849466854174,0.02054859136036516,834583.8967622481
20000,9.329953347705183,0.7824288821261686,14.399999955814001,0.941225999811294,0.02054039487584826,831880.1795011063
20000,9.678414923408718,0.7525250305359011,8.899993975760378,1.5124276602792048,0.02054037356944069,833592.459179376
20000,9.40574612705616,0.7757459563289413,14.699999935266185,0.9220883595968599,0.02053945780749496,831824.1662510913
20000,8.628359047520744,0.8516561652176534,5.599719050326728,2.0,0.019580624718788936,843304.0197308257
20000,8.6169491115755,0.8554017766861192,5.6999411039175385,2.0,0.01968092271313716,841838.6396226408
20000,9.524579100081933,0.7650072002353981,7.0999692083664065,1.8880737112789487,0.020544352887027578,834739.6794254108
20000,9.654715045626862,0.7542048278833415,9.099999441657975,1.4795618876029313,0.020540247547375556,833493.1788291513
20000,9.560054299604186,0.762349671132118,7.799999158038485,1.7232794021383429,0.020548902164746304,834229.2089798979
20000,9.407631420412644,0.7755634165067948,12.399999997977648,1.090829654393776,0.020539124702687532,832324.446808055
20000,9.525872351036602,0.7653222650156168,12.599985000179917,1.073878382050507,0.020539444247008494,832274.036579329
20000,9.50285042962747,0.7671744744909547,12.499993510296257,1.0822435743028507,0.020539455397283007,832299.1373788205
20000,9.344152474850961,0.7811596452389004,13.899999989070258,0.9747225935594873,0.020540644690602208,831979.0965357622
20000,9.846372546858138,0.7392286991817794,6.1998905805142766,1.9999999999999996,0.020132624987986646,836824.3502610809
20000,9.229767999256074,0.7915057918242082,11.499996482066908,1.1759230302795876,0.020544173400267658,832575.5310738152
20000,9.293437922086326,0.785804464295946,10.799999916422,1.2510826272348385,0.020544740027963613,832799.9681394135
20000,9.5668273820583,0.7618894554779874,7.399998654413398,1.8144436085246662,0.020549512405356435,834509.0790198947
20000,9.952380426171858,0.7288968886218363,6.099867920918834,2.0,0.020043287717028607,837525.9819503366
20000,9.57182207605793,0.7607505310813875,7.6999999129272805,1.7453441032265566,0.020548809647372168,834296.5551708005
20000,9.409797019599488,0.7754036044360592,12.299999387249676,1.0995734315334262,0.02053929579081019,832350.5016132947
20000,9.615219864396861,0.7577105564108666,10.299997349527187,1.310691735569884,0.020544982532195943,832980.5272967173
20000,9.663109053837832,0.7538187756818955,8.699997674152431,1.546360531060499,0.020539697824980815,833696.0398861589
20000,9.645638220696778,0.7548378183747535,8.499973104506742,1.5824096249522417,0.02054172072964346,833804.5774224023
20000,9.554409087650997,0.7629953201019863,8.399970610550733,1.6025824120051555,0.020548334333409104,833860.3703612055
20000,9.549297821632672,0.7632956057707712,8.299965966345088,1.6211378131906622,0.020548177742763876,833918.013946093
20000,9.530871248931875,0.7652136690768502,7.199936437157257,1.8606430776739182,0.020536365251261856,834660.9001548588
20000,9.298576523841465,0.7820898885074935,5.098154510212813,2.0,0.019093029444149187,853476.2325693584
20000,9.625665289218896,0.7569912662223237,10.099999960270349,1.3356757313052323,0.020541292804389023,833057.323520396
20000,9.256516441188523,0.7890891062022327,11.099999925989717,1.2175274571639745,0.020543624469119674,832700.2495159481
20000,9.885315611865309,0.7347683456953185,6.49998069951315,1.9999999999999996,0.020385199777850978,835450.5299138236
20000,9.565204146600212,0.7619513956396482,10.699956736952355,1.2617078005001228,0.020539635293064122,832835.231211375
20000,9.43764740097311,0.7729354622461196,13.199988367769196,1.0255115496554605,0.020539198615690233,832130.4956563662
20000,9.339849775261024,0.7815395934652417,15.0,0.9040288404835439,0.020540597904968257,831770.2757981286
20000,9.8532688342407,0.7415304192712581,6.299994140919767,1.9999999999999993,0.02021819727693179,836249.9653248477
