evolution$generation,humanInformedRatio,humanInformProbability,humanFollowProbability,rescuedDynamic,evolution$samples
79100,0.12893455499545808,0.08088229366938944,0.44914276459121105,7.509999999999995,100
79100,0.10582187724969284,0.07246136506546409,0.6613980935465512,17.640000000000008,100
79100,0.1446017999332415,0.07247147824021224,0.1767282756212547,18.069999999999997,100
79100,0.10831081874332736,0.10647973861542177,0.018430585456072922,13.72,100
79100,0.10770496816074161,0.08290821467069605,0.5485178341926265,9.76,100
79100,0.25473970195951523,0.06563810435899993,0.470266933294295,13.539999999999994,100
79100,0.15267972204784677,0.07585657529461394,0.3569529338338396,12.239999999999997,100
79100,0.18312106680989051,0.0781758669998963,0.9869163992115657,12.489999999999997,100
79100,0.14311016763941148,0.0931069527753295,0.18083196611958943,11.439999999999994,100
79100,0.13134459270630916,0.07411017941413243,0.7730671468327279,11.119999999999996,100
79100,0.08837480472368155,0.10986015272730422,0.7082680271819536,23.22000000000001,100
79100,0.13673423872026474,0.07192772611794154,0.6816427235783814,14.819999999999993,100
79100,0.1047084838704694,0.08228371808385988,0.5828430264308149,9.82,100
79100,0.10235604338970451,0.10182161927480173,0.08348182084716546,15.019999999999998,100
79100,0.14323466550723943,0.09175033666192356,0.19188568823534694,17.170000000000005,100
79100,0.1396223932771852,0.07240054697787224,0.7872244887048055,13.21,100
79100,0.20149229436773647,0.0763146048365872,0.4101538120925214,9.289999999999994,100
79100,0.13708092061643132,0.07087645930823032,0.679960753224263,10.459999999999999,100
79100,0.07654261784687809,0.11021689404874604,0.8703843985359967,10.199999999999998,100
79100,0.18026952863005025,0.07706486011437005,0.49248204582958716,8.449999999999996,100
79100,0.1690653218968638,0.07919993697033684,0.45725855772848006,7.959999999999999,100
79100,0.14312569794844698,0.09227727574689211,0.16660444546959458,12.939999999999989,100
79100,0.13195167472572308,0.09001919203211904,0.13036492691671794,10.109999999999996,100
79100,0.1421812847062501,0.07858111784460836,0.611810317324575,14.560000000000008,100
79100,0.14080219417519935,0.07770814119715862,0.6926528713848621,11.819999999999995,100
79100,0.20834846418142874,0.0770002911043323,0.39526571429137525,9.02999999999999,100
79100,0.1285458851944766,0.08080521323187748,0.6535926080461136,7.149999999999994,100
79100,0.1823430594831148,0.07798649614839215,0.91723574190047,10.649999999999997,100
79100,0.05065269885565975,0.1508372086795345,0.8939235338275074,25.05,100
79100,0.10305944099644242,0.0993003325817526,0.0902562666153817,18.459999999999994,100
79100,0.14506338027152837,0.08174004294588286,0.6282240769433264,11.919999999999996,100
79100,0.1575771634287087,0.07143563471520445,0.30843515072338895,8.430000000000001,100
79100,0.1572465920189043,0.06747241972520517,0.9489167865818677,11.079999999999997,100
79100,0.08536778577617946,0.10408886973360373,0.8065182442856679,11.02,100
79100,0.10433019086963082,0.0778205772827782,0.5942860560403177,12.100000000000003,100
79100,0.09491346055881733,0.08468213833624998,0.6310503198131655,11.189999999999996,100
79100,0.10355954847527017,0.10412140810014694,0.07482645283545393,20.490000000000002,100
79100,0.1401308355147552,0.08262978954368347,0.5320259929647583,20.399999999999995,100
79100,0.1438640422671899,0.06927735988677353,0.791830925701007,17.62,100
79100,0.09971292700868574,0.103480518590884,0.1546585361655854,17.73,100
79100,0.08381307956493109,0.09693683690269543,0.034739111141977974,25.549999999999994,100
79100,0.13931800882162393,0.08124732390132051,0.5107644549789286,7.790000000000003,100
79100,0.128777691156856,0.07892990584504196,0.48211239259926175,11.560000000000002,100
79100,0.1589227754249706,0.06963694227350108,0.8340615623886951,12.81,100
79100,0.1429374345612012,0.07768712220467804,0.46328300142375833,7.559999999999997,100
79100,0.08884077842907356,0.1096618340384981,0.7119366303812673,17.289999999999996,100
79100,0.08817576517127992,0.08436877517056575,0.24809488668034285,10.849999999999993,100
79100,0.15704752865142854,0.07384318489736437,0.28958930714987247,10.569999999999999,100
79100,0.18203135407318183,0.0784357594750969,0.9778604917978974,12.709999999999994,100
79100,0.1591520786827088,0.06757890528280752,0.31303923912362586,9.64999999999999,100
79100,0.15792822954983132,0.07151683410203434,0.29811962074869935,6.59,100
79100,0.13816412711517118,0.07476367556085528,0.8578662407538485,15.129999999999999,100
79100,0.10494911683960127,0.08255266209968579,0.22480514012069983,13.500000000000002,100
79100,0.03325662370666499,0.21091065571943998,0.9379763833447637,25.72,100
79100,0.04565022849156462,0.12858641268239607,0.38137634700451406,13.69,100
79100,0.1832784671315653,0.07826441579532908,0.96471911250211,3.7899999999999983,100
79100,0.10260797925480797,0.10644320263212587,0.055824134450178156,13.349999999999998,100
79100,0.10368396315412351,0.09704560939881539,0.062450482632447034,16.509999999999998,100
79100,0.1433919322887774,0.0944662416813127,0.20709745094905785,14.74,100
79100,0.09491653402195077,0.08466097744312157,0.4018539656296932,13.929999999999998,100
79100,0.15350107146841857,0.07911898480199514,0.2772202286274703,6.789999999999998,100
79100,0.15726361147163193,0.06747442397679025,0.7390932788662278,11.849999999999994,100
79100,0.13794227575711007,0.0744857027628627,0.7598354801141294,13.769999999999998,100
79100,0.13982398791435272,0.07300478488521311,0.7487892986922876,15.519999999999992,100
79100,0.1381839277760439,0.07433955760725167,0.8812904387984767,13.400000000000002,100
79100,0.1335021321338318,0.09194980249586379,0.11560404891095724,13.279999999999996,100
79100,0.09458810789224378,0.08368155456205628,0.6423395176851414,12.039999999999994,100
79100,0.10474341014889815,0.08177665359154711,0.5784806156564863,16.489999999999995,100
79100,0.15221196188139652,0.07553638167499355,0.23374991255758723,10.819999999999999,100
79100,0.1031061851422381,0.0974483244824308,0.10404344822562774,13.61999999999999,100
79100,0.1810051828027363,0.0719171992943087,0.2638258130970788,8.7,100
79100,0.13849880540019832,0.07226478598651352,0.7242316044106026,15.709999999999996,100
79100,0.1397209401467822,0.0790565016669109,0.528481358891082,14.369999999999994,100
79100,0.1611066703746775,0.07236571518886525,0.36443723557159463,10.749999999999993,100
79100,0.1754457687533088,0.07234338822954767,0.34094774373180897,5.589999999999993,100
79100,0.15825397489826618,0.07292833074843624,0.33311236276118594,10.169999999999996,100
79100,0.1621168989160489,0.07248740953987867,0.32756340532470307,5.959999999999996,100
79100,0.09971654798631442,0.09598611390840865,0.2116169278786235,11.379999999999994,100
79100,0.14414901852446396,0.09129682770045053,0.002917803885419049,15.929999999999996,100
79100,0.2436210891125085,0.0680810942785437,0.5029894220860657,19.479999999999997,100
79100,0.10238351918522502,0.08129639920186317,0.6011165538944986,13.239999999999998,100
79100,0.14649059101969547,0.09119143535151564,0.14610179701361342,13.860000000000001,100
79100,0.14210206020580238,0.07859302564846286,0.5638144987168907,13.299999999999997,100
79100,0.09525528338209141,0.11852520178865561,0.8113177845729613,25.800000000000004,100
79100,0.17612645107256514,0.07437568652974316,1.0,11.749999999999995,100
79100,0.10398756178661965,0.0981647082026691,0.12781228369098763,12.559999999999999,100
79100,0.10694495773080495,0.1066160346302128,0.04333287816870225,20.129999999999992,100
79100,0.15191403143839133,0.07493168066327194,0.37134950442548664,9.37,100
79100,0.10487602176692498,0.07664382849396698,0.5540791670752697,14.769999999999996,100
79100,0.2094652386594418,0.07653135350997406,0.4206969422849906,11.23,100
79100,0.18030322886261152,0.07822873172663608,0.9069590485612251,10.649999999999999,100
79100,0.16533042761227673,0.07341313991478754,0.4314410463415457,5.589999999999992,100
79100,0.13878299799401572,0.07316172278080398,0.862024522198851,17.769999999999992,100
79100,0.13948315645362108,0.07317827279619987,0.7674367004452025,19.21,100
79100,0.08373161182738588,0.09681001596689748,0.02813341805482117,18.17,100
79100,0.07767146549377367,0.10799503200801286,0.9538948346315022,11.879999999999997,100
79100,0.08671090558890088,0.10373203045907455,0.8406846178557792,10.280000000000008,100
79100,0.12481348641229342,0.07450232596258169,0.25523320492064283,13.130000000000003,100
79100,0.0851284982127991,0.10282902593091943,0.9255814898855994,8.65,100
79100,0.08536585480862198,0.10371777526596636,0.8238171444215742,12.120000000000001,100
