evolution$generation,humanInformedRatio,humanInformProbability,humanFollowProbability,rescuedDynamic,evolution$samples
76300,0.44802599532596177,0.04907117388612545,0.021847037011204207,34.330000000000005,100
76300,0.6669877833839758,0.04200160376942029,6.494182344297254E-7,45.650000000000006,100
76300,0.17896350623148205,0.08808857518127924,0.623121930490657,12.419999999999995,100
76300,0.018238784873422786,0.33066900474379424,0.5983668673357158,23.199999999999996,100
76300,0.5406446588635082,0.04234290732435209,9.788254700752112E-4,37.36000000000001,100
76300,0.4784693536596726,0.05521669823969559,0.06398406884786882,23.5,100
76300,0.35880571514756077,0.06846052273333286,0.4339852773971603,26.399999999999995,100
76300,0.9866302136832966,0.03190490360206063,0.0,52.869999999999976,100
76300,0.1808205914097586,0.08028729571237757,0.4512785968814946,11.239999999999995,100
76300,0.7758024690499525,0.032282645217243215,0.0047215396240300345,53.26999999999999,100
76300,0.7088000079005191,0.04036542403627991,0.004443143991366195,42.19999999999999,100
76300,0.6843079602570774,0.03448701904759779,0.0,46.26,100
76300,0.5842182754820596,0.05376398633753465,0.057928853858895,33.44999999999999,100
76300,0.08888114794384316,0.12475770565674542,0.0031490240472349627,21.67,100
76300,0.1995591968175581,0.07384537958399935,0.09299212816767453,19.279999999999998,100
76300,0.7895439908248253,0.04288613190348256,0.0,41.069999999999986,100
76300,0.4165851832366972,0.047173952553070025,0.17146317927726398,17.209999999999994,100
76300,0.6708296682251825,0.04171869682826301,0.0,41.449999999999996,100
76300,0.8716155897827065,0.03161524157872973,0.002296511076062451,51.64000000000001,100
76300,0.49245892395318064,0.054237670503690875,0.0826391938223567,37.65999999999999,100
76300,0.4531180945175158,0.0491147320218674,0.022566319931374427,42.59000000000001,100
76300,0.16239683968555396,0.08763888755497276,0.0,15.659999999999995,100
76300,0.13170131958135922,0.08808857518127926,0.623121930490657,13.539999999999997,100
76300,0.6178737377425872,0.04362747740689883,0.0039528372106665014,48.179999999999986,100
76300,0.692111586513448,0.030493119679321636,0.0,45.29,100
76300,0.39984660251379417,0.051072672388170856,0.21939536998548123,28.889999999999997,100
76300,0.6590636772972779,0.041991976332700645,0.00460571359061256,47.589999999999996,100
76300,0.911238147971236,0.0400152794477201,0.03478403473955795,52.97000000000003,100
76300,0.8963075134189368,0.033216555927084813,0.007308943605648013,55.72,100
76300,0.09929595572013106,0.07872120187213065,0.6832465503431461,12.26,100
76300,0.6207491296409978,0.042205460453342954,0.004102699699477358,46.99999999999998,100
76300,0.30084357909080756,0.05591150517109501,0.2945629296873569,22.739999999999995,100
76300,0.9403070914237733,0.03971368223681715,0.034359752084481644,51.26999999999998,100
76300,0.8019587488472526,0.033783906715095534,0.0,47.46999999999999,100
76300,0.5922077455853285,0.056027297867654965,0.0,43.029999999999994,100
76300,0.6374282262843043,0.04002466406579495,0.010758159427182154,38.15,100
76300,0.07467984223892432,0.09937620777662612,0.5693492454830245,10.87,100
76300,0.5395681765757452,0.042769122128507524,0.0,36.28000000000001,100
76300,0.7949454444265204,0.04287742343911662,0.0,51.150000000000006,100
76300,0.15829988544059673,0.08580004596928587,0.0,15.719999999999995,100
76300,0.0337985797365134,0.10415422339968045,0.5662368487270909,24.590000000000003,100
76300,0.5100988912116079,0.057502257738587186,0.0098914683792607,37.72999999999998,100
76300,0.4876432764168799,0.05586963154631871,0.04766856396749747,35.48,100
76300,0.830519762317194,0.03415393410501054,0.0,51.30999999999999,100
76300,0.46421462442556094,0.053799301455265625,0.08401266261455331,37.23999999999999,100
76300,0.7162645622386352,0.04033632478368521,0.0020229325771799252,49.97,100
76300,0.24410076794964902,0.07218301057059116,0.2164227857575064,18.669999999999998,100
76300,0.28070522637974005,0.060756502585542146,0.24941094705218284,17.270000000000003,100
76300,0.9716559691880928,0.03665869854552174,9.435936902119147E-4,50.48000000000001,100
76300,0.31527299575953355,0.055940230396046474,0.2872892073917141,17.389999999999997,100
76300,0.2957498440458001,0.05645645844586423,0.27042684409795154,26.499999999999996,100
76300,0.8538398664370624,0.032991180577844906,0.006096991371918848,55.96,100
76300,0.22901946183286231,0.0734384735901484,0.10248278173872458,12.509999999999993,100
76300,0.9384766512798055,0.038512358895574424,0.0,61.610000000000014,100
76300,0.38109030920559295,0.055269154896587236,0.11611942386967689,22.03000000000001,100
76300,0.9627016281912852,0.035696976628498106,0.0,43.60999999999999,100
76300,0.052858472863549805,0.12830993372205873,0.030701270541008376,18.549999999999994,100
76300,0.062149692655418996,0.1354972118937249,0.031249064936673097,15.839999999999996,100
76300,0.2070277276479149,0.07883463103221132,0.413758334016172,19.98,100
76300,0.40551848581450045,0.058128767137778016,0.038973524687023295,29.83,100
76300,0.2798443958160167,0.05690176249124524,0.2782580277400209,17.55999999999999,100
76300,0.7321530498511564,0.03568649043466552,0.0,53.83999999999998,100
76300,0.7528737010668372,0.0350589765580968,0.0,54.050000000000004,100
76300,0.7460351441749287,0.04086205920333588,0.0,42.8,100
76300,0.8875754004693421,0.036453188578259896,0.001127114817797604,55.260000000000005,100
76300,0.1198491864507566,0.08808857518127926,0.623121930490657,13.299999999999992,100
76300,0.6403285421275882,0.06500915243674378,0.006683605832985795,50.250000000000014,100
76300,0.5711751852936386,0.0453378210869138,0.10297708030924499,41.000000000000014,100
76300,0.23045965375984379,0.06417720793153306,0.21265273404166427,12.949999999999996,100
76300,0.10063486712712953,0.09572641713702083,0.15323729221916235,14.109999999999996,100
76300,0.26426588370811227,0.056859588334241325,0.2751251319613139,11.049999999999995,100
76300,0.7206987299727933,0.03665739638553474,0.0044757868282165394,37.48999999999998,100
76300,0.5218797082665838,0.048494185051102846,0.004543219947392163,50.59,100
76300,0.3611992338743748,0.05213403599412817,0.24095483771012524,22.619999999999994,100
76300,0.34326160927231536,0.05526553532668577,0.24627254088137426,16.579999999999995,100
76300,0.33779137369528756,0.054201731438454484,0.2692522245725717,14.999999999999995,100
76300,0.3262599102790513,0.0568094918339192,0.267215705447663,31.399999999999984,100
76300,0.21133130717379517,0.07926401748339792,0.4126016298142525,13.729999999999997,100
76300,0.00982133499005747,0.35879352188256824,0.5277537370996117,46.26,100
76300,0.5004972853752376,0.05496589465225357,0.06335209509093391,30.419999999999995,100
76300,0.6014384705568964,0.05036021027035053,0.0996627350571764,43.959999999999994,100
76300,0.1435003893164075,0.08798576377943113,0.55687119538044,11.419999999999996,100
76300,0.5659315443683819,0.0427069951391768,0.0,39.150000000000006,100
76300,0.8120403426719033,0.03420243949778783,4.107287304660314E-6,51.180000000000014,100
76300,1.0,0.03488634705376889,0.0,52.940000000000005,100
76300,0.12636654424339713,0.08808857518127926,0.623121930490657,19.110000000000007,100
76300,0.04566800742542544,0.10665941170064286,0.5858041198368259,20.949999999999996,100
76300,0.37785086076128827,0.06091203741400493,0.02294897247650543,28.849999999999998,100
76300,0.5500735465896529,0.03954613346721745,0.0023759956160844167,41.43,100
76300,0.4237324158660948,0.053961959296532934,0.06738915836420581,30.21,100
76300,0.9041618895089997,0.033425116127524974,0.0040758704344515916,50.93000000000001,100
